_id,Year,County Name,Race/Ethnicity,No Early Prenatal Care,Births,SUIDS,Infant Dealths Counts,Preterm Birth,Female Population Age 15-44
1601,2019,Lagrange,Non-Hispanic White,373,691,Suppressed,Suppressed,Suppressed,6715
1602,2019,Ohio,Non-Hispanic White,Suppressed,35,Suppressed,Suppressed,Suppressed,857
1603,2019,Steuben,Non-Hispanic White,99,346,Suppressed,Suppressed,33,5181
1604,2019,Vanderburgh,Non-Hispanic White,322,1689,Suppressed,6,183,29137
1605,2019,Warren,Non-Hispanic White,Suppressed,69,Suppressed,Suppressed,Suppressed,1271
1606,2014,Cass,All,189,515,Suppressed,Suppressed,48,6777
1607,2014,Fountain,All,65,180,Suppressed,Suppressed,12,2805
1608,2014,Jay,All,112,339,Suppressed,Suppressed,30,3734
1609,2014,Kosciusko,All,689,1080,Suppressed,9,97,14626
1610,2014,Putnam,All,77,353,Suppressed,Suppressed,28,6912
1611,2014,Ripley,All,80,331,Suppressed,Suppressed,30,5117
1612,2014,Shelby,All,141,522,Suppressed,Suppressed,60,7980
1613,2014,Steuben,All,127,366,Suppressed,Suppressed,29,5918
1614,2015,Carroll,All,64,195,Suppressed,Suppressed,18,3402
1615,2015,Greene,All,70,337,Suppressed,Suppressed,38,5470
1616,2015,Harrison,All,99,452,Suppressed,Suppressed,54,6935
1617,2015,Hendricks,All,378,1761,Suppressed,14,164,30781
1618,2015,Jasper,All,120,382,Suppressed,Suppressed,41,6157
1619,2015,Owen,All,55,228,Suppressed,Suppressed,25,3397
1620,2015,Posey,All,58,285,Suppressed,Suppressed,23,4390
1621,2015,Putnam,All,70,362,Suppressed,Suppressed,29,6865
1622,2016,Adams,All,361,676,Suppressed,7,47,6087
1623,2016,Brown,All,38,114,Suppressed,Suppressed,Suppressed,2223
1624,2016,Cass,All,170,480,Suppressed,8,53,6550
1625,2016,Crawford,All,27,104,Suppressed,Suppressed,12,1741
1626,2016,Fulton,All,101,238,Suppressed,Suppressed,27,3418
1627,2016,Jay,All,111,291,Suppressed,7,37,3660
1628,2016,Jennings,All,100,316,Suppressed,Suppressed,25,4940
1629,2016,Montgomery,All,128,456,Suppressed,5,46,6466
1630,2016,Newton,All,45,148,Suppressed,Suppressed,16,2286
1631,2016,Parke,All,93,207,Suppressed,Suppressed,15,3340
1632,2016,Switzerland,All,45,125,Suppressed,Suppressed,11,1772
1633,2017,Boone,All,113,770,Suppressed,Suppressed,70,12452
1634,2017,Carroll,All,53,238,Suppressed,Suppressed,19,3359
1635,2017,Delaware,All,227,1122,Suppressed,15,123,25989
1636,2017,Elkhart,All,1241,3092,Suppressed,26,283,38901
1637,2017,Owen,All,44,206,Suppressed,Suppressed,14,3407
1638,2017,Perry,All,51,214,Suppressed,Suppressed,22,2934
1639,2017,Pulaski,All,46,129,Suppressed,Suppressed,14,2025
1640,2017,Wabash,All,89,316,Suppressed,Suppressed,32,5571
1641,2018,Boone,All,92,778,Suppressed,5,68,12635
1642,2018,Carroll,All,64,217,Suppressed,Suppressed,19,3343
1643,2018,Dearborn,All,121,538,Suppressed,Suppressed,40,8551
1644,2018,Decatur,All,91,333,Suppressed,Suppressed,30,4834
1645,2018,Hancock,All,115,787,Suppressed,5,71,14025
1646,2018,Harrison,All,95,415,Suppressed,Suppressed,50,6989
1647,2018,Lagrange,All,427,783,Suppressed,8,56,7155
1648,2018,Parke,All,90,196,Suppressed,Suppressed,21,3369
1649,2018,Pike,All,28,152,Suppressed,Suppressed,24,2015
1650,2018,St. Joseph,All,1302,3492,Suppressed,24,422,54838
1651,2018,Starke,All,81,275,Suppressed,Suppressed,34,3964
1652,2018,Warrick,All,125,607,Suppressed,Suppressed,62,11140
1653,2018,Whitley,All,112,353,Suppressed,Suppressed,32,5850
1654,2019,Clark,All,387,1414,Suppressed,5,140,22762
1655,2019,Clay,All,77,318,Suppressed,Suppressed,25,4669
1656,2019,Elkhart,All,1179,3029,5,21,259,39104
1657,2019,Jay,All,127,297,Suppressed,Suppressed,28,3389
1658,2019,Marion,All,5435,14045,20,110,1540,212864
1659,2019,Morgan,All,168,741,Suppressed,Suppressed,75,12240
1660,2019,Noble,All,275,632,Suppressed,6,42,8588
1661,2019,Randolph,All,79,257,Suppressed,Suppressed,25,4126
1662,2019,Scott,All,88,276,Suppressed,Suppressed,25,4352
1663,2019,Tippecanoe,All,498,2066,Suppressed,7,208,47137
1664,2019,White,All,73,311,Suppressed,Suppressed,38,3908
1665,2014,Elkhart,Non-Hispanic Black,141,254,Suppressed,Suppressed,42,2436
1666,2014,Fayette,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1667,2014,Floyd,Non-Hispanic Black,27,67,Suppressed,Suppressed,Suppressed,844
1668,2014,Marion,Non-Hispanic Black,2017,4613,12,62,662,60383
1669,2014,Tippecanoe,Non-Hispanic Black,124,230,Suppressed,Suppressed,29,2443
1670,2015,Bartholomew,Non-Hispanic Black,14,35,Suppressed,Suppressed,Suppressed,314
1671,2015,Crawford,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,3
1672,2015,Dubois,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
1673,2015,Grant,Non-Hispanic Black,28,75,Suppressed,Suppressed,Suppressed,897
1674,2015,Hamilton,Non-Hispanic Black,40,162,Suppressed,Suppressed,23,2719
1675,2015,Henry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,77
1676,2015,Johnson,Non-Hispanic Black,21,57,Suppressed,Suppressed,Suppressed,597
1677,2015,Kosciusko,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,144
1678,2015,Lake,Non-Hispanic Black,615,1716,Suppressed,27,209,25151
1679,2015,Randolph,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,23
1680,2015,Rush,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
1681,2016,Blackford,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,6
1682,2016,Dearborn,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,49
1683,2016,Hendricks,Non-Hispanic Black,31,91,Suppressed,Suppressed,Suppressed,2069
1684,2016,Henry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,64
1685,2016,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,25
1686,2016,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
1687,2016,Morgan,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
1688,2016,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1689,2016,Spencer,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,26
1690,2016,Union,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,5
1691,2016,Wabash,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,92
1692,2017,Blackford,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,5
1693,2017,Clinton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
1694,2017,Dearborn,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1695,2017,Lake,Non-Hispanic Black,629,1719,Suppressed,39,206,24270
1696,2017,Starke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1697,2017,Washington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1698,2017,Whitley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,19
1699,2018,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,38
1700,2018,Carroll,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
1701,2018,Decatur,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1702,2018,Harrison,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,34
1703,2018,Howard,Non-Hispanic Black,51,135,Suppressed,Suppressed,Suppressed,1285
1704,2018,Jefferson,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,222
1705,2018,Jennings,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
1706,2018,Martin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,5
1707,2018,Monroe,Non-Hispanic Black,23,71,Suppressed,Suppressed,12,1654
1708,2018,Shelby,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,97
1709,2018,Steuben,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42
1710,2018,Warrick,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,177
1711,2018,Wayne,Non-Hispanic Black,16,42,Suppressed,Suppressed,Suppressed,559
1712,2018,Unknown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1713,2019,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1714,2019,Hancock,Non-Hispanic Black,Suppressed,27,Suppressed,Suppressed,Suppressed,469
1715,2019,Montgomery,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42
1716,2019,Orange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,63
1717,2019,Parke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,260
1718,2019,Switzerland,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,8
1719,2014,Elkhart,Hispanic,307,600,Suppressed,Suppressed,Suppressed,6809
1720,2014,Gibson,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,107
1721,2014,Pike,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
1722,2014,Putnam,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,160
1723,2014,Shelby,Hispanic,Suppressed,24,Suppressed,Suppressed,Suppressed,369
1724,2015,Carroll,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,161
1725,2015,Crawford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
1726,2015,Dearborn,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,119
1727,2015,Hancock,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,380
1728,2015,Marion,Hispanic,846,2096,Suppressed,16,211,20756
1729,2015,Shelby,Hispanic,Suppressed,37,Suppressed,Suppressed,Suppressed,379
1730,2015,Vanderburgh,Hispanic,30,81,Suppressed,Suppressed,Suppressed,1079
1731,2016,Boone,Hispanic,Suppressed,17,Suppressed,Suppressed,Suppressed,402
1732,2016,Decatur,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,97
1733,2016,Hamilton,Hispanic,47,124,Suppressed,Suppressed,19,2937
1734,2016,Henry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,133
1735,2016,Lake,Hispanic,399,1136,Suppressed,Suppressed,Suppressed,20695
1736,2016,LaPorte,Hispanic,Suppressed,113,Suppressed,Suppressed,Suppressed,1476
1737,2016,Lawrence,Hispanic,Suppressed,14,Suppressed,Suppressed,Suppressed,167
1738,2016,Montgomery,Hispanic,Suppressed,36,Suppressed,Suppressed,Suppressed,325
1739,2016,Vermillion,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,46
1740,2017,Bartholomew,Hispanic,52,101,Suppressed,Suppressed,Suppressed,1093
1741,2017,Crawford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,34
1742,2017,Elkhart,Hispanic,352,700,Suppressed,Suppressed,62,7201
1743,2017,Fayette,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
1744,2017,Jasper,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,504
1745,2017,LaPorte,Hispanic,Suppressed,101,Suppressed,Suppressed,Suppressed,1519
1746,2017,Miami,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,194
1747,2017,Pike,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,49
1748,2017,Pulaski,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,89
1749,2017,Vermillion,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
1750,2017,Whitley,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,160
1751,2018,Franklin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,44
1752,2018,Fulton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,225
1753,2018,Montgomery,Hispanic,Suppressed,27,Suppressed,Suppressed,Suppressed,365
1754,2018,Porter,Hispanic,58,184,Suppressed,Suppressed,17,4221
1755,2018,Posey,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,61
1756,2018,Randolph,Hispanic,Suppressed,22,Suppressed,Suppressed,Suppressed,175
1757,2018,Shelby,Hispanic,14,37,Suppressed,Suppressed,Suppressed,399
1758,2018,Spencer,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,133
1759,2018,Tipton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,99
1760,2019,Delaware,Hispanic,Suppressed,34,Suppressed,Suppressed,Suppressed,843
1761,2019,Jay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,121
1762,2019,Jefferson,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,263
1763,2019,Putnam,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,159
1764,2019,Rush,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,74
1765,2019,St. Joseph,Hispanic,200,452,Suppressed,Suppressed,43,5956
1766,2019,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
1767,2019,Unknown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,
1768,2014,Carroll,Non-Hispanic White,52,205,Suppressed,Suppressed,Suppressed,3231
1769,2014,Fayette,Non-Hispanic White,Suppressed,244,Suppressed,Suppressed,Suppressed,3891
1770,2014,Marion,Non-Hispanic White,1993,7168,Suppressed,39,673,112345
1771,2014,Spencer,Non-Hispanic White,37,232,Suppressed,Suppressed,18,3240
1772,2014,Wabash,Non-Hispanic White,109,310,Suppressed,Suppressed,31,5346
1773,2015,Floyd,Non-Hispanic White,151,781,Suppressed,Suppressed,67,12867
1774,2015,Hamilton,Non-Hispanic White,441,3323,Suppressed,Suppressed,287,51536
1775,2015,Knox,Non-Hispanic White,73,401,Suppressed,Suppressed,Suppressed,6202
1776,2015,Orange,Non-Hispanic White,Suppressed,232,Suppressed,Suppressed,17,3197
1777,2015,Owen,Non-Hispanic White,Suppressed,218,Suppressed,Suppressed,Suppressed,3237
1778,2015,Washington,Non-Hispanic White,Suppressed,325,Suppressed,Suppressed,Suppressed,4764
1779,2015,Wells,Non-Hispanic White,88,318,Suppressed,Suppressed,Suppressed,4472
1780,2016,Carroll,Non-Hispanic White,63,207,Suppressed,Suppressed,15,3161
1781,2016,Clark,Non-Hispanic White,315,1180,Suppressed,Suppressed,151,18497
1782,2016,Spencer,Non-Hispanic White,29,182,Suppressed,Suppressed,13,3154
1783,2016,Tipton,Non-Hispanic White,36,149,Suppressed,Suppressed,Suppressed,2313
1784,2017,Brown,Non-Hispanic White,37,Suppressed,Suppressed,Suppressed,Suppressed,2076
1785,2017,Fulton,Non-Hispanic White,91,206,Suppressed,Suppressed,22,3033
1786,2017,Hendricks,Non-Hispanic White,263,1473,Suppressed,Suppressed,126,25862
1787,2017,Noble,Non-Hispanic White,193,527,Suppressed,5,34,7170
1788,2017,Pike,Non-Hispanic White,22,132,Suppressed,Suppressed,13,1908
1789,2017,Ripley,Non-Hispanic White,111,323,Suppressed,6,Suppressed,4734
1790,2017,St. Joseph,Non-Hispanic White,675,2231,5,16,226,37557
1791,2017,Union,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1152
1792,2018,Brown,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2107
1793,2018,Fayette,Non-Hispanic White,62,209,Suppressed,Suppressed,Suppressed,3831
1794,2018,Hendricks,Non-Hispanic White,213,1387,Suppressed,Suppressed,123,26126
1795,2018,Johnson,Non-Hispanic White,306,1630,Suppressed,8,150,26740
1796,2018,Lake,Non-Hispanic White,663,2398,Suppressed,15,199,43421
1797,2018,Starke,Non-Hispanic White,75,259,Suppressed,Suppressed,34,3681
1798,2019,Decatur,Non-Hispanic White,Suppressed,278,Suppressed,Suppressed,29,4494
1799,2019,Hendricks,Non-Hispanic White,246,1360,Suppressed,Suppressed,137,26401
1800,2019,Jay,Non-Hispanic White,113,265,Suppressed,Suppressed,Suppressed,3186
1801,2019,Johnson,Non-Hispanic White,299,1589,Suppressed,9,159,26641
1802,2019,Marshall,Non-Hispanic White,133,415,Suppressed,5,48,6653
1803,2019,Montgomery,Non-Hispanic White,85,414,Suppressed,Suppressed,Suppressed,5797
1804,2019,Owen,Non-Hispanic White,Suppressed,211,Suppressed,Suppressed,20,3230
1805,2019,Porter,Non-Hispanic White,347,1274,Suppressed,Suppressed,135,25228
1806,2019,Rush,Non-Hispanic White,Suppressed,190,Suppressed,Suppressed,Suppressed,2736
1807,2019,Tippecanoe,Non-Hispanic White,275,1386,Suppressed,Suppressed,135,33824
1808,2014,Daviess,All,199,531,Suppressed,6,49,5817
1809,2014,Scott,All,87,266,Suppressed,Suppressed,24,4357
1810,2014,Starke,All,90,257,Suppressed,Suppressed,28,4050
1811,2014,Switzerland,All,51,128,Suppressed,Suppressed,17,1753
1812,2014,Tipton,All,42,164,Suppressed,Suppressed,19,2568
1813,2014,Wabash,All,119,330,Suppressed,Suppressed,31,5750
1814,2015,De Kalb,All,190,530,Suppressed,Suppressed,38,7760
1815,2015,Delaware,All,279,1188,Suppressed,7,135,26841
1816,2015,Franklin,All,61,226,Suppressed,Suppressed,28,3936
1817,2015,Jennings,All,94,314,Suppressed,Suppressed,26,5079
1818,2015,Knox,All,82,431,Suppressed,Suppressed,46,6980
1819,2015,Madison,All,367,1510,Suppressed,9,153,23538
1820,2015,Switzerland,All,47,126,Suppressed,Suppressed,14,1760
1821,2015,Wayne,All,271,788,Suppressed,8,80,12009
1822,2016,Clark,All,434,1448,5,14,192,22480
1823,2016,Daviess,All,200,536,Suppressed,Suppressed,62,5836
1824,2016,Floyd,All,239,915,Suppressed,Suppressed,111,14673
1825,2016,Gibson,All,80,420,Suppressed,Suppressed,53,5875
1826,2016,Jasper,All,123,395,Suppressed,7,48,6170
1827,2016,Knox,All,95,452,Suppressed,Suppressed,43,6839
1828,2016,Ohio,All,13,52,Suppressed,Suppressed,Suppressed,915
1829,2016,Scott,All,96,288,Suppressed,Suppressed,28,4275
1830,2016,Vanderburgh,All,510,2262,5,14,292,36474
1831,2017,Dubois,All,109,572,Suppressed,Suppressed,66,7280
1832,2017,Grant,All,193,780,Suppressed,6,92,13019
1833,2017,Orange,All,88,254,Suppressed,Suppressed,16,3268
1834,2017,Steuben,All,116,343,Suppressed,Suppressed,41,5677
1835,2017,Tipton,All,42,147,Suppressed,Suppressed,11,2436
1836,2018,Cass,All,124,415,Suppressed,Suppressed,34,6599
1837,2018,Dubois,All,106,514,Suppressed,Suppressed,58,7245
1838,2018,Fountain,All,56,197,Suppressed,Suppressed,15,2743
1839,2018,Henry,All,83,496,Suppressed,Suppressed,41,7764
1840,2018,Jefferson,All,87,360,Suppressed,7,40,6382
1841,2018,LaPorte,All,505,1265,Suppressed,10,142,18244
1842,2018,Morgan,All,184,741,Suppressed,5,78,12182
1843,2018,Noble,All,268,640,Suppressed,Suppressed,40,8603
1844,2018,Orange,All,98,261,Suppressed,Suppressed,26,3279
1845,2018,Perry,All,65,212,Suppressed,Suppressed,23,2906
1846,2018,Shelby,All,104,496,Suppressed,7,49,7820
1847,2018,Tippecanoe,All,536,2157,Suppressed,19,226,46386
1848,2019,Allen,All,2346,5299,5,32,508,76053
1849,2019,Clinton,All,125,456,Suppressed,Suppressed,42,5792
1850,2019,Crawford,All,39,123,Suppressed,Suppressed,22,1662
1851,2019,Dubois,All,104,532,Suppressed,Suppressed,71,7167
1852,2019,Fulton,All,82,242,Suppressed,Suppressed,22,3358
1853,2019,Parke,All,96,193,Suppressed,Suppressed,20,3371
1854,2019,Vanderburgh,All,505,2173,Suppressed,15,257,35951
1855,2014,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1856,2014,Allen,Non-Hispanic Black,456,808,Suppressed,15,104,9687
1857,2014,Brown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1858,2014,Clark,Non-Hispanic Black,Suppressed,127,Suppressed,Suppressed,16,1716
1859,2014,De Kalb,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,34
1860,2014,Huntington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,87
1861,2014,Tipton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
1862,2015,Boone,Non-Hispanic Black,Suppressed,15,Suppressed,Suppressed,Suppressed,205
1863,2015,De Kalb,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,33
1864,2015,Marion,Non-Hispanic Black,1803,4564,Suppressed,47,636,60938
1865,2015,Posey,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,44
1866,2015,Putnam,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,127
1867,2015,Wayne,Non-Hispanic Black,16,43,Suppressed,Suppressed,Suppressed,586
1868,2016,Fountain,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
1869,2016,Miami,Non-Hispanic Black,Suppressed,13,Suppressed,Suppressed,Suppressed,108
1870,2016,Perry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
1871,2016,Washington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
1872,2016,Whitley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
1873,2017,Fountain,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1874,2017,Hancock,Non-Hispanic Black,Suppressed,24,Suppressed,Suppressed,Suppressed,391
1875,2017,Montgomery,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,41
1876,2017,Orange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42
1877,2017,Perry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
1878,2017,Porter,Non-Hispanic Black,32,84,Suppressed,Suppressed,11,1633
1879,2017,Switzerland,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
1880,2017,Wayne,Non-Hispanic Black,15,46,Suppressed,Suppressed,Suppressed,538
1881,2018,Allen,Non-Hispanic Black,492,857,Suppressed,11,105,9586
1882,2018,Grant,Non-Hispanic Black,26,81,Suppressed,Suppressed,11,824
1883,2018,Hamilton,Non-Hispanic Black,51,181,Suppressed,Suppressed,19,3093
1884,2018,Huntington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,75
1885,2018,LaPorte,Non-Hispanic Black,104,196,Suppressed,Suppressed,31,2035
1886,2018,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,16
1887,2018,Ripley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1888,2018,Union,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,8
1889,2019,Allen,Non-Hispanic Black,481,878,Suppressed,Suppressed,114,9675
1890,2019,Daviess,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,102
1891,2019,Howard,Non-Hispanic Black,55,123,Suppressed,Suppressed,Suppressed,1347
1892,2019,Jackson,Non-Hispanic Black,Suppressed,10,Suppressed,Suppressed,Suppressed,88
1893,2019,Jay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,16
1894,2019,Starke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
1895,2019,Washington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,18
1896,2019,Wayne,Non-Hispanic Black,15,51,Suppressed,Suppressed,Suppressed,552
1897,2014,Blackford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,38
1898,2014,Floyd,Hispanic,Suppressed,28,Suppressed,Suppressed,Suppressed,466
1899,2014,Fulton,Hispanic,Suppressed,19,Suppressed,Suppressed,Suppressed,215
1900,2014,Jay,Hispanic,Suppressed,10,Suppressed,Suppressed,Suppressed,115
1901,2014,Jennings,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,142
1902,2014,Lake,Hispanic,447,1206,Suppressed,Suppressed,126,20097
1903,2014,Marion,Hispanic,925,2052,Suppressed,13,208,20585
1904,2014,Newton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,187
1905,2014,Wabash,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,176
1906,2015,Daviess,Hispanic,14,33,Suppressed,Suppressed,Suppressed,319
1907,2015,Hamilton,Hispanic,41,140,Suppressed,Suppressed,17,2745
1908,2015,Marshall,Hispanic,42,96,Suppressed,Suppressed,Suppressed,968
1909,2015,Sullivan,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
1910,2015,Wabash,Hispanic,Suppressed,10,Suppressed,Suppressed,Suppressed,192
1911,2016,Clark,Hispanic,57,124,Suppressed,Suppressed,20,1284
1912,2016,Clinton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1055
1913,2016,Fayette,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,46
1914,2016,Owen,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
1915,2016,Tippecanoe,Hispanic,114,298,Suppressed,Suppressed,Suppressed,3804
1916,2016,Whitley,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,162
1917,2017,Clark,Hispanic,49,111,Suppressed,Suppressed,14,1371
1918,2017,Daviess,Hispanic,12,28,Suppressed,Suppressed,Suppressed,331
1919,2017,Dubois,Hispanic,26,71,Suppressed,Suppressed,Suppressed,641
1920,2017,Fulton,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,229
1921,2017,Harrison,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,141
1922,2017,Jackson,Hispanic,69,104,Suppressed,Suppressed,Suppressed,505
1923,2017,Knox,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,180
1924,2017,Martin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
1925,2017,Tipton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,89
