COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Randolph ,132,33,22,32,49,25,,,0,,,34,,29,89,,,150,165,,40,,21,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,165,1192,2021.03.28 22:00:05
Ripley ,157,24,22,42,55,22,,,,,0,39,,36,88,,0,178,178,,23,34,47,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,181,1194,2021.03.28 22:00:05
Rush ,107,,,29,35,23,,,,,0,23,,,64,,,118,120,,,,37,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,123,808,2021.03.28 22:00:05
Saint Joseph ,1753,451,276,477,467,339,233,125,89,41,43,289,173,175,1480,22,789,1098,2142,206,586,385,197,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,2204,16834,2021.03.28 22:00:05
Scott ,162,33,22,47,58,29,,,,,,41,,29,100,,,187,193,,31,,34,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,195,1600,2021.03.28 22:00:05
Shelby ,269,38,41,70,75,47,31,,,,,48,37,45,174,0,,282,294,,28,45,78,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,307,2156,2021.03.28 22:00:05
Spencer ,61,23,,22,,,,,,,,28,,,34,,,81,84,,,22,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,84,804,2021.03.28 22:00:05
Starke ,113,26,,40,28,25,,,,,,34,,,73,,0,133,138,,28,22,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,139,1250,2021.03.28 22:00:05
Steuben ,175,37,22,64,56,33,,,,,,54,21,25,104,,,193,209,,22,32,34,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,212,1355,2021.03.28 22:00:05
Sullivan ,104,29,,34,32,,,,,,,35,,21,62,,0,130,133,,34,50,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,133,1188,2021.03.28 22:00:05
Switzerland ,60,,,,26,,,,0,0,0,,,,40,,0,70,70,0,,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,71,476,2021.03.28 22:00:05
Tippecanoe ,863,254,141,269,237,160,92,48,38,34,29,188,76,114,699,,309,658,1081,97,317,235,93,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,1117,8689,2021.03.28 22:00:05
Tipton ,66,,,,,,,,,,0,,,,39,,0,71,77,,,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,77,586,2021.03.28 22:00:05
Union ,33,,,,,,,,,0,,,,,21,0,,38,40,,,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,40,363,2021.03.28 22:00:05
Vanderburgh ,1102,419,186,300,282,224,159,106,74,62,39,212,121,210,921,31,360,1054,1490,126,410,403,102,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,1521,13191,2021.03.28 22:00:05
Vermillion ,77,21,,28,,,,,,,0,,,,57,,,93,98,,31,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,98,954,2021.03.28 22:00:05
Vigo ,698,218,128,181,234,117,78,43,37,27,27,154,82,130,517,,108,758,907,60,315,159,85,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,916,8501,2021.03.28 22:00:05
Wabash ,123,25,,40,28,22,,,,,,35,,,76,,,128,146,,,26,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,148,1249,2021.03.28 22:00:05
Warren ,33,,,,,,0,,,,,,,,,0,0,40,41,,,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,41,314,2021.03.28 22:00:05
Warrick ,171,59,,52,39,41,28,21,,,0,51,26,41,101,,,204,228,34,44,48,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,230,2217,2021.03.28 22:00:05
Washington ,186,47,25,55,62,38,21,,,,,75,,35,101,,,219,230,,26,41,44,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,233,1696,2021.03.28 22:00:05
Wayne ,509,122,86,141,144,121,49,22,23,,,113,52,70,373,,49,545,609,39,85,80,158,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,631,4308,2021.03.28 22:00:05
Wells ,120,21,27,37,33,,,,,,0,37,,,64,,,131,141,,,27,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,141,979,2021.03.28 22:00:05
White ,94,34,,25,34,,,,,,,30,,,66,0,,120,127,,24,22,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,128,972,2021.03.28 22:00:05
Whitley ,125,,,33,46,25,,,,,,45,,,72,0,0,128,145,,30,,,4,Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children),Problems getting child care?,145,1090,2021.03.28 22:00:05
Adams ,181,89,39,54,44,32,29,22,,,,55,22,55,132,,,242,269,,32,47,42,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,270,1066,2021.03.28 22:00:05
Allen ,4145,1568,726,960,1087,772,672,470,347,235,206,866,375,672,3570,74,1496,3428,5565,308,827,731,864,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,5713,20940,2021.03.28 22:00:05
Bartholomew ,932,369,130,235,253,195,150,85,90,61,35,266,116,233,646,21,37,1147,1257,60,129,186,313,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1301,3837,2021.03.28 22:00:05
Benton ,72,27,,,,,,,,,,26,,,55,,0,97,99,,,,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,99,391,2021.03.28 22:00:05
Blackford ,137,53,,34,30,27,26,,,,,54,,23,92,,0,184,189,,23,53,24,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,190,701,2021.03.28 22:00:05
Boone ,306,143,46,71,81,63,43,44,35,29,,75,30,80,236,,,399,446,40,86,97,45,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,449,1965,2021.03.28 22:00:05
Brown ,151,67,23,35,29,21,29,,,21,,63,,36,98,,,207,217,,34,24,36,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,218,616,2021.03.28 22:00:05
Carroll ,154,49,,37,31,27,31,21,,,,66,,38,85,,,189,201,,31,24,22,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,203,709,2021.03.28 22:00:05
Cass ,327,138,49,67,75,63,52,62,34,21,21,95,48,76,231,,,405,455,,72,61,68,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,465,1646,2021.03.28 22:00:05
Clark ,1560,617,229,321,387,326,267,187,158,121,96,384,177,308,1228,35,314,1672,2110,106,269,240,499,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,2177,6354,2021.03.28 22:00:05
Clay ,229,96,26,58,44,38,45,36,24,,21,82,31,56,145,,,306,322,26,65,69,22,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,325,1715,2021.03.28 22:00:05
Clinton ,271,120,41,65,84,58,36,24,21,26,,95,35,54,184,,,352,380,33,97,71,32,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,391,1849,2021.03.28 22:00:05
Crawford ,99,49,,21,23,,23,24,,,,40,,29,52,,0,142,147,,41,30,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,148,668,2021.03.28 22:00:05
Daviess,225,90,38,48,54,41,42,30,22,,,70,32,70,129,,,279,307,29,76,51,23,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,315,1434,2021.03.28 22:00:05
Dearborn ,503,174,74,94,108,91,108,70,56,28,24,131,66,104,360,,,644,662,33,68,44,166,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,677,1806,2021.03.28 22:00:05
Decatur ,312,130,55,65,71,64,58,57,30,,,87,49,85,197,,,421,434,,40,72,117,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,442,1324,2021.03.28 22:00:05
Dekalb ,395,150,59,92,99,64,69,55,44,27,,129,46,86,263,,,502,541,28,87,53,65,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,545,1830,2021.03.28 22:00:05
Delaware ,1453,740,346,385,330,265,255,205,144,99,77,364,146,314,1290,36,291,1782,2184,105,284,334,410,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,2193,7719,2021.03.28 22:00:05
Dubois ,200,72,21,44,50,42,35,22,,,,52,,70,124,,,243,267,31,54,44,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,272,1276,2021.03.28 22:00:05
Elkhart ,1982,703,310,442,461,363,281,232,196,135,108,460,223,337,1516,51,426,1854,2608,224,468,479,205,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,2685,11011,2021.03.28 22:00:05
Fayette ,365,153,67,66,96,76,70,45,31,24,,134,46,82,243,,,494,500,29,51,52,158,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,518,1584,2021.03.28 22:00:05
Floyd ,913,380,128,204,254,203,161,100,93,68,30,216,107,173,753,,186,1024,1261,54,109,204,278,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1293,3606,2021.03.28 22:00:05
Fountain ,116,46,,33,31,24,,,,,,35,,26,76,,,150,161,,30,32,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,162,873,2021.03.28 22:00:05
Franklin ,213,78,25,52,54,40,36,35,22,,,75,31,52,123,,,279,280,,28,33,85,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,291,839,2021.03.28 22:00:05
Fulton ,159,88,26,43,50,23,37,23,,,,68,,31,129,,,234,247,,46,41,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,247,1026,2021.03.28 22:00:05
Gibson ,219,97,30,49,40,52,41,43,,,,69,32,65,138,,,295,311,33,42,75,26,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,316,1683,2021.03.28 22:00:05
Grant ,854,379,169,227,192,179,132,93,92,57,42,232,95,164,705,24,156,995,1230,53,154,200,186,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1233,4373,2021.03.28 22:00:05
Greene ,219,97,39,53,53,37,44,30,,,,95,,51,133,,,306,315,26,75,54,,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,316,1717,2021.03.28 22:00:05
Hamilton ,992,426,160,213,268,181,172,110,103,69,72,298,69,205,764,,166,1025,1336,155,163,268,136,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1418,6142,2021.03.28 22:00:05
Hancock ,578,241,76,129,132,140,116,69,63,34,29,168,54,158,413,,40,727,793,50,68,116,194,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,819,2397,2021.03.28 22:00:05
Harrison ,393,154,61,72,86,79,87,50,41,26,24,156,40,100,232,,,524,535,28,92,47,123,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,547,1680,2021.03.28 22:00:05
Hendricks ,760,298,116,172,180,162,132,92,64,49,34,209,66,156,556,21,163,795,1028,175,178,161,124,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1058,4917,2021.03.28 22:00:05
Henry ,566,267,101,120,163,107,100,80,60,43,27,197,59,133,417,,,778,813,34,103,82,201,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,833,2744,2021.03.28 22:00:05
Howard ,1172,447,193,289,261,251,180,150,110,69,57,309,107,234,905,31,235,1273,1612,81,262,244,266,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,1619,5617,2021.03.28 22:00:05
Huntington ,349,123,57,68,70,73,53,53,31,30,,116,50,73,211,,,450,469,26,54,85,58,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,472,1623,2021.03.28 22:00:05
Jackson ,502,180,86,107,103,112,83,77,35,28,,135,69,124,334,,,611,659,33,65,98,164,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,682,2041,2021.03.28 22:00:05
Jasper ,208,104,30,58,53,45,39,28,,,,79,22,42,161,,,282,311,,29,62,35,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,312,1254,2021.03.28 22:00:05
Jay ,206,78,46,40,49,32,29,23,22,,,55,31,34,148,,,262,283,,37,32,39,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,284,968,2021.03.28 22:00:05
Jefferson ,428,179,85,78,95,83,87,65,38,32,,111,61,108,307,,,565,595,29,50,88,131,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,607,1739,2021.03.28 22:00:05
Jennings ,390,129,55,80,105,67,47,49,45,33,22,125,42,109,228,,,493,502,,79,37,120,5,"In the last 12 months, have you needed to see a doctor but could not because of cost?",Cost prevented seeing doctor  last 12 mos.?,519,1504,2021.03.28 22:00:05
