COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,63-67_COUNT,68-72_COUNT,73-77_COUNT,78-82_COUNT,83-87_COUNT,88-92_COUNT,93-97_COUNT,98-102_COUNT,103-107_COUNT,MARITAL_UNKNOWN_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,NATIVE_AMERICAN_COUNT,ASIAN_COUNT,BLACK_COUNT,HAWAIIAN_COUNT,WHITE_COUNT,HISPANIC_COUNT,MULTIRACIAL_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ASSOCIATES_COUNT,BACHELORS_COUNT,SOME_COLLEGE_COUNT,GRAD_SCHOOL_COUNT,OTHER_CREDENTIALS_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
"Crawford ",58,,,,,,,,,,,0,,,0,,0,0,0,0,0,,,,28,0,0,0,,0,68,,0,73,,21,,0,0,0,,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",73,668,2021.03.28 22:00:05
"Daviess",119,35,,38,36,,,,,,,,,,,0,0,0,0,0,0,26,24,30,68,,,0,,0,135,,,148,,50,30,,0,0,,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",154,1434,2021.03.28 22:00:05
"Dearborn ",250,44,35,69,71,45,40,,,,,0,0,0,0,0,0,0,0,0,0,49,27,38,176,,,,,0,281,,0,289,,34,,,0,0,0,,72,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",294,1806,2021.03.28 22:00:05
"Decatur ",166,36,24,47,52,32,,,,,0,0,0,,0,0,0,0,0,0,0,43,,33,106,,0,0,,0,192,,,199,,,25,0,,0,,0,60,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",202,1324,2021.03.28 22:00:05
"Dekalb ",201,54,31,67,60,40,,,,,,,0,,0,0,,0,0,0,0,59,,27,144,,0,0,,,245,,0,255,,52,27,,0,0,0,0,29,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",255,1830,2021.03.28 22:00:05
"Delaware ",759,188,108,218,201,148,121,43,31,,,,,,0,,0,0,0,0,0,146,111,123,543,,,,153,0,739,33,,943,43,159,196,,,0,,,149,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",947,7719,2021.03.28 22:00:05
"Dubois ",112,34,,33,35,,,,,,,,0,,,,0,0,0,0,0,24,,30,76,,0,0,,0,121,21,,139,22,35,30,,,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",146,1276,2021.03.28 22:00:05
"Elkhart ",1218,281,210,293,356,203,136,75,51,37,33,,,,,,,,0,0,0,209,141,149,931,30,,,299,,928,229,,1448,144,365,299,,,0,,30,105,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",1499,11011,2021.03.28 22:00:05
"Fayette ",181,49,33,47,53,43,26,,,,,,0,0,0,0,0,0,0,0,0,48,21,37,120,,,0,,0,220,,,217,,25,22,,,0,0,,66,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",230,1584,2021.03.28 22:00:05
"Floyd ",530,97,77,123,152,126,69,26,,,,,,,,,,0,0,0,0,99,56,66,392,,0,,123,0,473,,,611,,67,123,,,0,,,151,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",627,3606,2021.03.28 22:00:05
"Fountain ",77,,,22,24,,,,,,,0,0,0,0,,0,,0,0,0,,,,52,,0,0,,0,93,,0,95,,,22,0,,0,,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",97,873,2021.03.28 22:00:05
"Franklin ",128,26,,36,41,21,,,,,,0,0,0,0,0,0,0,0,0,0,40,,,76,,,,,0,142,,,152,,,,,0,0,0,0,48,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",154,839,2021.03.28 22:00:05
"Fulton ",108,29,,35,32,,,,,,,0,,0,0,0,0,0,0,0,0,41,,,71,,0,,0,0,134,,0,137,,27,26,,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",137,1026,2021.03.28 22:00:05
"Gibson ",156,54,25,45,39,29,23,,,,,,,,,0,0,0,0,0,0,44,29,39,90,,0,,,0,188,,,210,33,36,59,,,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",210,1683,2021.03.28 22:00:05
"Grant ",423,113,72,137,115,75,39,26,,,,,0,,,,,0,0,0,0,90,49,81,305,,0,,70,0,432,21,,535,29,81,102,,,0,,,75,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",536,4373,2021.03.28 22:00:05
"Greene ",157,43,30,47,36,32,,,,,,,0,,,0,0,0,0,0,0,60,,33,85,,,0,,0,196,,0,200,,77,44,0,,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",200,1717,2021.03.28 22:00:05
"Hamilton ",520,136,67,130,153,92,74,43,24,,,,,,,0,,0,0,0,0,148,49,77,354,,,29,93,,451,65,,619,77,91,159,,,0,,,57,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",657,6142,2021.03.28 22:00:05
"Hancock ",257,69,33,79,66,57,44,,,,,,,0,0,0,,0,0,0,0,71,32,45,172,,,,,0,292,,,317,22,26,60,,,0,,,78,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",326,2397,2021.03.28 22:00:05
"Harrison ",210,53,24,53,61,54,34,,,,,,,0,,,0,0,0,0,0,71,22,49,111,,0,,,0,250,,0,261,,45,26,0,,0,0,,50,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",263,1680,2021.03.28 22:00:05
"Hendricks ",456,107,60,123,108,102,46,31,22,,,,,,0,0,0,0,0,0,0,108,48,79,294,,,,93,,404,38,,541,92,133,99,,,0,0,,49,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",563,4917,2021.03.28 22:00:05
"Henry ",336,77,42,94,124,69,28,,,,,,0,0,0,0,0,0,0,0,0,79,42,55,228,,0,0,,0,391,,0,402,,55,60,,,0,0,,100,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",413,2744,2021.03.28 22:00:05
"Howard ",619,148,94,193,160,128,69,30,26,22,,,,,,0,,0,0,0,0,132,74,75,463,,0,,148,0,578,,,765,49,163,147,,,0,,,126,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",767,5617,2021.03.28 22:00:05
"Huntington ",152,36,29,40,37,30,,,,,,,0,0,0,0,0,0,0,0,0,46,23,32,81,,0,0,,0,177,,,188,,38,32,0,,0,,0,21,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",188,1623,2021.03.28 22:00:05
"Jackson ",275,42,28,85,79,57,27,,,,,0,,,,0,0,0,0,0,0,61,30,49,165,,0,0,,0,284,,,304,,34,52,,,0,0,,73,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",317,2041,2021.03.28 22:00:05
"Jasper ",131,29,,45,41,25,,,,,,0,0,0,0,0,0,0,0,0,0,41,,,81,,0,0,,0,149,,,159,,,42,0,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",160,1254,2021.03.28 22:00:05
"Jay ",99,25,,27,29,,,,,,,0,0,0,,,0,0,0,0,0,22,,,63,,0,0,,0,110,,,124,,25,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",124,968,2021.03.28 22:00:05
"Jefferson ",215,53,36,63,63,42,23,,,,,,,,0,0,0,0,0,0,0,40,29,36,155,,,0,,0,252,,,263,,26,52,,,0,0,,51,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",268,1739,2021.03.28 22:00:05
"Jennings ",199,32,,62,73,29,22,,,,,,,,0,0,0,0,0,0,0,55,27,33,112,,,0,,0,218,,,226,,42,23,0,0,0,0,0,59,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",231,1504,2021.03.28 22:00:05
"Johnson ",631,205,97,190,188,122,95,46,26,,,,,,0,,,0,0,0,0,150,73,120,468,,,23,55,0,705,34,,812,95,191,191,,,0,,,76,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",836,6676,2021.03.28 22:00:05
"Knox ",235,71,41,69,57,48,27,,,,,,,,,,0,,0,0,0,58,31,51,154,,,,,0,278,,,305,24,81,79,,,0,0,,22,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",306,2640,2021.03.28 22:00:05
"Kosciusko ",388,93,48,103,138,77,55,,,,,,,0,0,,0,0,0,0,0,108,53,70,234,,,,,0,404,45,,470,38,97,86,,,0,,,51,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",481,3326,2021.03.28 22:00:05
"Lagrange ",72,,,24,,,,,,,,0,0,0,0,0,0,0,0,0,0,21,,,38,,0,,0,0,79,,0,88,,,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",92,899,2021.03.28 22:00:05
"Lake ",2839,635,407,860,774,530,341,181,110,69,62,25,,,,,,,0,0,0,392,216,250,2512,43,,,1708,,1007,675,27,3415,184,731,689,66,64,0,,66,323,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",3474,28254,2021.03.28 22:00:05
"Laporte ",670,181,127,177,199,119,71,53,28,25,,,,,,,,,0,0,0,111,56,103,544,,,,204,0,574,50,,844,53,294,72,,,0,,,64,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",851,6930,2021.03.28 22:00:05
"Lawrence ",219,66,31,68,69,44,24,,,,,,,,0,,,,0,0,0,58,35,37,147,,,0,,,271,,0,285,33,76,41,,,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",285,2604,2021.03.28 22:00:05
"Madison ",1008,255,144,316,321,173,97,67,45,22,,,,,,,,,0,0,0,224,101,141,764,,,,187,0,991,54,,1254,82,202,255,,,0,,,167,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",1263,9301,2021.03.28 22:00:05
"Marion",7774,2408,1125,2243,2312,1499,946,537,387,316,268,128,57,35,,,,,,0,0,1174,655,671,7307,136,,201,5241,,3670,915,61,9528,1119,3185,2242,174,103,0,32,73,842,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",10183,83724,2021.03.28 22:00:05
"Marshall ",150,39,,52,54,,,,,,,,0,0,0,,0,0,0,0,0,49,24,22,86,,0,,0,0,162,,,187,,38,37,,,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",189,1808,2021.03.28 22:00:05
"Martin ",52,,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,,,29,,0,0,,0,57,,0,58,,,,0,,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",60,820,2021.03.28 22:00:05
"Miami ",207,51,23,74,54,51,23,,,,,0,,0,0,0,0,0,0,0,0,66,34,47,106,,0,0,,0,241,,,258,,52,21,,0,0,,0,40,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",258,1787,2021.03.28 22:00:05
"Monroe ",541,179,88,151,136,117,86,42,28,,,,,,,,,0,0,0,0,142,52,107,388,,0,,80,,593,24,,704,89,190,129,,,0,,,70,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",720,6156,2021.03.28 22:00:05
"Montgomery ",176,35,30,42,54,31,21,,,,,,,0,,0,0,0,0,0,0,53,,40,101,,0,0,,0,191,,,209,,57,48,,,0,,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",211,1925,2021.03.28 22:00:05
"Morgan ",332,104,43,81,102,53,48,26,22,,,,,,,0,0,,0,0,0,79,38,76,219,,0,,,0,416,,,435,36,99,124,,0,0,,,34,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",436,3687,2021.03.28 22:00:05
"Newton ",62,,,,,,,,,0,,,0,0,0,,,0,0,0,0,,,,45,,0,0,,0,69,,,77,,,,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",78,555,2021.03.28 22:00:05
"Noble ",186,41,27,54,60,33,22,,,,,,0,0,0,0,0,0,0,0,0,53,,34,116,,0,0,,0,185,35,,221,,37,28,,,0,0,,34,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",227,1866,2021.03.28 22:00:05
"Ohio ",30,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,24,0,0,0,0,0,31,,0,33,,,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",34,196,2021.03.28 22:00:05
"Orange ",116,44,23,44,27,,,,,,,0,,0,,,0,0,0,0,0,37,,22,77,,0,0,,0,155,,,160,,44,25,,,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",160,1244,2021.03.28 22:00:05
"Owen ",103,27,,23,24,22,,,,,,,,0,0,,0,0,0,0,0,45,,,54,,0,0,0,0,128,,0,129,,35,32,,,0,,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",130,1148,2021.03.28 22:00:05
"Parke ",48,24,,,,,,,,0,,,,0,,0,0,0,0,0,0,,,,35,,0,0,0,,66,,,71,,30,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",72,954,2021.03.28 22:00:05
"Perry ",79,21,,26,,,,,,,,,,0,0,0,0,0,0,0,,30,,,45,,,0,,0,92,,0,100,,30,,,,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",100,965,2021.03.28 22:00:05
"Pike ",45,,,,,,,,,,,0,0,,0,0,,0,0,0,0,,,,25,,0,0,,0,56,0,0,57,,,,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",58,802,2021.03.28 22:00:05
"Porter ",664,166,87,190,179,128,99,48,24,29,,,,,,,,0,0,0,0,164,54,98,479,,,,112,0,584,109,,818,60,153,164,,,0,,,81,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",830,6650,2021.03.28 22:00:05
"Posey ",75,26,,25,22,,,,,,,0,0,0,,0,0,0,0,0,0,23,,,50,,0,0,,,94,,,100,,26,29,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",101,983,2021.03.28 22:00:05
"Pulaski ",46,,,,,,,,0,,,,0,0,,,0,,0,0,0,,,,29,,0,0,0,0,55,,0,60,,,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",60,571,2021.03.28 22:00:05
"Putnam ",99,27,,21,29,,,,,,,,,0,0,0,0,0,,0,0,40,,,52,,0,0,,0,122,0,0,126,,36,28,0,,0,,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",126,1528,2021.03.28 22:00:05
"Randolph ",132,33,22,32,49,25,,,0,,,,,,,0,0,0,0,0,0,34,,29,89,,0,0,,,150,,0,165,,40,,,,0,0,,21,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",165,1192,2021.03.28 22:00:05
"Ripley ",157,24,22,42,55,22,,,,,0,0,,,0,0,0,0,0,0,0,39,,36,88,,0,0,0,,178,0,0,178,,23,34,0,,0,0,,47,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",181,1194,2021.03.28 22:00:05
"Rush ",107,,,29,35,23,,,,,0,0,0,0,0,,,0,0,0,0,23,,,64,,,0,,0,118,,0,120,,,,0,0,0,0,,37,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",123,808,2021.03.28 22:00:05
"Saint Joseph ",1753,451,276,477,467,339,233,125,89,41,43,,,,,,,,,0,0,289,173,175,1480,22,,,789,,1098,236,36,2142,206,586,385,28,22,0,,,197,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",2204,16834,2021.03.28 22:00:05
"Scott ",162,33,22,47,58,29,,,,,,,,0,0,0,0,0,0,0,0,41,,29,100,,0,0,,0,187,,,193,,31,,0,,0,0,0,34,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",195,1600,2021.03.28 22:00:05
"Shelby ",269,38,41,70,75,47,31,,,,,,0,0,0,,0,0,0,0,0,48,37,45,174,0,,,,0,282,,0,294,,28,45,,,0,,0,78,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",307,2156,2021.03.28 22:00:05
"Spencer ",61,23,,22,,,,,,,,0,0,0,0,0,0,0,0,0,0,28,,,34,,0,0,,0,81,,0,84,,,22,0,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",84,804,2021.03.28 22:00:05
"Starke ",113,26,,40,28,25,,,,,,,0,,0,,0,0,0,0,0,34,,,73,,0,0,0,0,133,,0,138,,28,22,,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",139,1250,2021.03.28 22:00:05
"Steuben ",175,37,22,64,56,33,,,,,,,0,0,0,0,0,0,0,0,0,54,21,25,104,,,0,,0,193,,,209,,22,32,,,0,,,34,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",212,1355,2021.03.28 22:00:05
"Sullivan ",104,29,,34,32,,,,,,,,0,,0,0,0,0,0,0,0,35,,21,62,,,0,0,0,130,,0,133,,34,50,,,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",133,1188,2021.03.28 22:00:05
"Switzerland ",60,,,,26,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,,,40,,0,0,0,0,70,0,0,70,0,,,0,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",71,476,2021.03.28 22:00:05
"Tippecanoe ",863,254,141,269,237,160,92,48,38,34,29,,,,,,,,0,0,0,188,76,114,699,,0,,309,0,658,115,,1081,97,317,235,,,0,,,93,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",1117,8689,2021.03.28 22:00:05
"Tipton ",66,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,39,,0,0,0,0,71,,,77,,,,,0,0,0,,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",77,586,2021.03.28 22:00:05
"Union ",33,,,,,,,,,0,,0,,0,0,0,0,0,0,0,0,,,,21,0,0,0,,,38,0,0,40,,,,,0,0,0,0,,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",40,363,2021.03.28 22:00:05
"Vanderburgh ",1102,419,186,300,282,224,159,106,74,62,39,22,,,,,0,,0,0,,212,121,210,921,31,,,360,,1054,53,,1490,126,410,403,27,,0,,26,102,"4","Do problems getting child care make it difficult for you to work or study?  (Enter N/A if you do not have children)","Problems getting child care?",1521,13191,2021.03.28 22:00:05
